replicon,protein,category,description,phylum,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,phylum_clean,family_clean,new_category
NZ_CP109981.1,NZ_CP109981.1_371,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Integrase
NZ_CP109982.1,NZ_CP109982.1_10,integrase,"COG1961 Site-specific recombinases, DNA invertase Pin homologs",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Integrase
NZ_CP109982.1,NZ_CP109982.1_16,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Integrase
NZ_CP109982.1,NZ_CP109982.1_309,virion,COG3654 Prophage maintenance system killer protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Prophage maintenance
NZ_CP109982.1,NZ_CP109982.1_327,integrase,"COG1961 Site-specific recombinases, DNA invertase Pin homologs",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Integrase
NZ_CP109982.1,NZ_CP109982.1_333,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Integrase
NZ_CP110250.1,NZ_CP110250.1_242,integrase,"Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Integrase
NZ_CP110250.1,NZ_CP110250.1_418,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Integrase
NZ_CP110250.1,NZ_CP110250.1_437,lysis,COG1732 Periplasmic glycine betaine choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein),p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Osmolyte transport
NZ_CP110251.1,NZ_CP110251.1_95,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Integrase
NZ_CP110251.1,NZ_CP110251.1_125,lysis,Catalyzes the release of L-lysine from LysW -gamma-L- lysine and the release of L-ornithine from LysW -L-ornithine,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Metabolic enzymes
NZ_CP110251.1,NZ_CP110251.1_130,lysis,Catalyzes the release of L-lysine from LysW -gamma-L- lysine and the release of L-ornithine from LysW -L-ornithine,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Metabolic enzymes
NZ_CP110251.1,NZ_CP110251.1_161,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Integrase
NZ_CP110251.1,NZ_CP110251.1_218,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Integrase
NZ_CP110251.1,NZ_CP110251.1_345,lysis,choline-sulfatase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Osmolyte transport
NZ_CP110251.1,NZ_CP110251.1_353,lysis,proteolysis,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Lysis & membrane
NZ_CP110251.1,NZ_CP110251.1_355,lysis,proteolysis,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Lysis & membrane
NZ_CP110252.1,NZ_CP110252.1_85,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Integrase
NZ_CP110252.1,NZ_CP110252.1_91,integrase,"COG1961 Site-specific recombinases, DNA invertase Pin homologs",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Integrase
NZ_CP110252.1,NZ_CP110252.1_109,virion,COG3654 Prophage maintenance system killer protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Prophage maintenance
NZ_CP111037.1,NZ_CP111037.1_171,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Haladaptatus,s__Haladaptatus [species 0010],Halobacteriota,Haladaptataceae,Integrase
NZ_CP111037.1,NZ_CP111037.1_225,virion,COG3654 Prophage maintenance system killer protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Haladaptatus,s__Haladaptatus [species 0010],Halobacteriota,Haladaptataceae,Prophage maintenance
NZ_CP111040.1,NZ_CP111040.1_132,tail,Lamin Tail Domain,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Haladaptatus,s__Haladaptatus [species 0010],Halobacteriota,Haladaptataceae,Tail & baseplate
NZ_CP111040.1,NZ_CP111040.1_309,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Haladaptatus,s__Haladaptatus [species 0010],Halobacteriota,Haladaptataceae,Osmolyte transport
NZ_CP111040.1,NZ_CP111040.1_321,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Haladaptatus,s__Haladaptatus [species 0010],Halobacteriota,Haladaptataceae,Osmolyte transport
NZ_CP111040.1,NZ_CP111040.1_511,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Haladaptatus,s__Haladaptatus [species 0010],Halobacteriota,Haladaptataceae,Integrase
NZ_CP111041.1,NZ_CP111041.1_280,lysis,COG1732 Periplasmic glycine betaine choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein),p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Haladaptatus,s__Haladaptatus [species 0010],Halobacteriota,Haladaptataceae,Osmolyte transport
NZ_CP111041.1,NZ_CP111041.1_376,lysis,Catalyzes the release of L-lysine from LysW -gamma-L- lysine and the release of L-ornithine from LysW -L-ornithine,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Haladaptatus,s__Haladaptatus [species 0010],Halobacteriota,Haladaptataceae,Metabolic enzymes
NZ_CP111041.1,NZ_CP111041.1_468,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Haladaptatus,s__Haladaptatus [species 0010],Halobacteriota,Haladaptataceae,Osmolyte transport
NZ_CP111041.1,NZ_CP111041.1_544,lysis,Catalyzes the release of L-lysine from LysW -gamma-L- lysine and the release of L-ornithine from LysW -L-ornithine,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Haladaptatus,s__Haladaptatus [species 0010],Halobacteriota,Haladaptataceae,Metabolic enzymes
NZ_CP111041.1,NZ_CP111041.1_547,lysis,Catalyzes the release of L-lysine from LysW -gamma-L- lysine and the release of L-ornithine from LysW -L-ornithine,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Haladaptatus,s__Haladaptatus [species 0010],Halobacteriota,Haladaptataceae,Metabolic enzymes
NZ_CP111042.1,NZ_CP111042.1_107,tail,Lamin Tail Domain,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Haladaptatus,s__Haladaptatus [species 0010],Halobacteriota,Haladaptataceae,Tail & baseplate
NZ_CP111042.1,NZ_CP111042.1_245,lysis,acid phosphatase activity,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Haladaptatus,s__Haladaptatus [species 0010],Halobacteriota,Haladaptataceae,Metabolic enzymes
NZ_CP111042.1,NZ_CP111042.1_339,tail,Lamin Tail Domain,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Haladaptatus,s__Haladaptatus [species 0010],Halobacteriota,Haladaptataceae,Tail & baseplate
NZ_CP111042.1,NZ_CP111042.1_395,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Haladaptatus,s__Haladaptatus [species 0010],Halobacteriota,Haladaptataceae,Integrase
NZ_CP119560.1,NZ_CP119560.1_423,lysis,COG1732 Periplasmic glycine betaine choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein),p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__,s__[Genus] [species 0002],Halobacteriota,Haloarculaceae,Osmolyte transport
NZ_CP119783.1,NZ_CP119783.1_64,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],Halobacteriota,Unclassified,Integrase
NZ_CP119783.1,NZ_CP119783.1_65,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],Halobacteriota,Unclassified,Integrase
NZ_CP119783.1,NZ_CP119783.1_67,lysis,Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],Halobacteriota,Unclassified,Osmolyte transport
NZ_CP119783.1,NZ_CP119783.1_182,lysis,Thiolesterase that catalyzes the hydrolysis of S-D- lactoyl-glutathione to form glutathione and D-lactic acid,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],Halobacteriota,Unclassified,Metabolic enzymes
NZ_CP119783.1,NZ_CP119783.1_207,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],Halobacteriota,Unclassified,Osmolyte transport
NZ_CP119783.1,NZ_CP119783.1_258,lysis,COG3486 Lysine ornithine N-monooxygenase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],Halobacteriota,Unclassified,Metabolic enzymes
NZ_CP119783.1,NZ_CP119783.1_299,lysis,Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],Halobacteriota,Unclassified,Metabolic enzymes
NZ_CP119784.1,NZ_CP119784.1_88,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],Halobacteriota,Unclassified,Integrase
NZ_CP119784.1,NZ_CP119784.1_91,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],Halobacteriota,Unclassified,Integrase
NZ_CP119784.1,NZ_CP119784.1_191,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],Halobacteriota,Unclassified,Lysis & membrane
NZ_CP119784.1,NZ_CP119784.1_220,lysis,Catalyzes hydrolysis of the D-alanyl-D-alanine dipeptide,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],Halobacteriota,Unclassified,Metabolic enzymes
NZ_CP119784.1,NZ_CP119784.1_227,lysis,Catalyzes hydrolysis of the D-alanyl-D-alanine dipeptide,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],Halobacteriota,Unclassified,Metabolic enzymes
NZ_CP119784.1,NZ_CP119784.1_228,lysis,Catalyzes hydrolysis of the D-alanyl-D-alanine dipeptide,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],Halobacteriota,Unclassified,Metabolic enzymes
NZ_CP119784.1,NZ_CP119784.1_253,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],Halobacteriota,Unclassified,Integrase
NZ_CP119788.1,NZ_CP119788.1_28,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__,s__[Genus] [species 0004],Halobacteriota,Haloarculaceae,Integrase
NZ_CP119788.1,NZ_CP119788.1_112,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__,s__[Genus] [species 0004],Halobacteriota,Haloarculaceae,Integrase
NZ_CP119788.1,NZ_CP119788.1_120,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__,s__[Genus] [species 0004],Halobacteriota,Haloarculaceae,Integrase
NZ_CP119790.1,NZ_CP119790.1_147,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__,s__[Genus] [species 0006],Halobacteriota,Haloarculaceae,Lysis & membrane
NZ_CP119790.1,NZ_CP119790.1_167,tail,T4-like virus tail tube protein gp19,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__,s__[Genus] [species 0006],Halobacteriota,Haloarculaceae,Tail & baseplate
NZ_CP119790.1,NZ_CP119790.1_168,tail,T4-like virus tail tube protein gp19,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__,s__[Genus] [species 0006],Halobacteriota,Haloarculaceae,Tail & baseplate
NZ_CP119790.1,NZ_CP119790.1_183,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__,s__[Genus] [species 0006],Halobacteriota,Haloarculaceae,Integrase
NZ_CP119790.1,NZ_CP119790.1_219,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__,s__[Genus] [species 0006],Halobacteriota,Haloarculaceae,Lysis & membrane
NZ_CP119790.1,NZ_CP119790.1_233,virion,COG3654 Prophage maintenance system killer protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__,s__[Genus] [species 0006],Halobacteriota,Haloarculaceae,Prophage maintenance
NZ_CP119792.1,NZ_CP119792.1_104,lysis,Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],Halobacteriota,Unclassified,Metabolic enzymes
NZ_CP119792.1,NZ_CP119792.1_142,lysis,COG3486 Lysine ornithine N-monooxygenase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],Halobacteriota,Unclassified,Metabolic enzymes
NZ_CP119792.1,NZ_CP119792.1_193,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],Halobacteriota,Unclassified,Osmolyte transport
NZ_CP119792.1,NZ_CP119792.1_218,lysis,Thiolesterase that catalyzes the hydrolysis of S-D- lactoyl-glutathione to form glutathione and D-lactic acid,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],Halobacteriota,Unclassified,Metabolic enzymes
NZ_CP119792.1,NZ_CP119792.1_328,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],Halobacteriota,Unclassified,Integrase
NZ_CP119792.1,NZ_CP119792.1_329,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],Halobacteriota,Unclassified,Integrase
NZ_CP119797.1,NZ_CP119797.1_467,lysis,"Facilitates the functional incorporation of the urease nickel metallocenter. This process requires GTP hydrolysis, probably effectuated by UreG",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,Halobacteriota,Natrialbaceae,Metabolic enzymes
NZ_CP119797.1,NZ_CP119797.1_737,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,Halobacteriota,Natrialbaceae,Integrase
NZ_CP119798.1,NZ_CP119798.1_3,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,Halobacteriota,Natrialbaceae,Integrase
NZ_CP119798.1,NZ_CP119798.1_27,lysis,Sulfatase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,Halobacteriota,Natrialbaceae,Metabolic enzymes
NZ_CP119798.1,NZ_CP119798.1_92,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,Halobacteriota,Natrialbaceae,Phage replication
NZ_CP119798.1,NZ_CP119798.1_139,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,Halobacteriota,Natrialbaceae,Integrase
NZ_CP119799.1,NZ_CP119799.1_31,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,Halobacteriota,Natrialbaceae,Phage replication
NZ_CP119799.1,NZ_CP119799.1_37,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,Halobacteriota,Natrialbaceae,Phage replication
NZ_CP119799.1,NZ_CP119799.1_38,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,Halobacteriota,Natrialbaceae,Integrase
NZ_CP119799.1,NZ_CP119799.1_73,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,Halobacteriota,Natrialbaceae,Phage replication
NZ_CP119799.1,NZ_CP119799.1_124,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,Halobacteriota,Natrialbaceae,Phage replication
NZ_CP119799.1,NZ_CP119799.1_141,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,Halobacteriota,Natrialbaceae,Integrase
NZ_CP119799.1,NZ_CP119799.1_160,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,Halobacteriota,Natrialbaceae,Integrase
NZ_CP119799.1,NZ_CP119799.1_174,lysis,COG2931 RTX toxins and related Ca2 -binding proteins,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,Halobacteriota,Natrialbaceae,Lysis & membrane
NZ_CP119799.1,NZ_CP119799.1_264,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,Halobacteriota,Natrialbaceae,Integrase
NZ_CP119800.1,NZ_CP119800.1_105,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,Halobacteriota,Natrialbaceae,Integrase
