protein_id	plasmid	cluster_id	cluster_rep
NZ_CP095398.1|NZ_CP095398.1_00664	NZ_CP095398.1	cluster_16071	NZ_CP095398.1|NZ_CP095398.1_00664
NZ_CP095398.1|NZ_CP095398.1_00670	NZ_CP095398.1	cluster_16072	NZ_CP095398.1|NZ_CP095398.1_00670
NZ_CP095398.1|NZ_CP095398.1_00671	NZ_CP095398.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP031306.1|NZ_CP031306.1_00662	NZ_CP031306.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP054589.1|NZ_CP054589.1_00163	NZ_CP054589.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NC_002608.1|NC_002608.1_00323	NC_002608.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NC_014731.1|NC_014731.1_00110	NC_014731.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP082247.1|NZ_CP082247.1_00180	NZ_CP082247.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP084473.1|NZ_CP084473.1_00125	NZ_CP084473.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP084885.1|NZ_CP084885.1_00185	NZ_CP084885.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NC_019967.1|NC_019967.1_00174	NC_019967.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP045489.1|NZ_CP045489.1_00313	NZ_CP045489.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP100446.1|NZ_CP100446.1_00241	NZ_CP100446.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP101826.1|NZ_CP101826.1_00210	NZ_CP101826.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP063206.1|NZ_CP063206.1_00282	NZ_CP063206.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NC_013966.1|NC_013966.1_00243	NC_013966.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NC_021913.1|NC_021913.1_00096	NC_021913.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_AP017559.1|NZ_AP017559.1_00060	NZ_AP017559.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP026311.1|NZ_CP026311.1_00101	NZ_CP026311.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP026313.1|NZ_CP026313.1_00009	NZ_CP026313.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP038632.1|NZ_CP038632.1_00153	NZ_CP038632.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP038633.1|NZ_CP038633.1_00097	NZ_CP038633.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP054588.1|NZ_CP054588.1_00143	NZ_CP054588.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP070335.2|NZ_CP070335.2_00006	NZ_CP070335.2	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP070375.1|NZ_CP070375.1_00016	NZ_CP070375.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP083668.1|NZ_CP083668.1_00003	NZ_CP083668.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP084882.1|NZ_CP084882.1_00073	NZ_CP084882.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP100458.1|NZ_CP100458.1_00007	NZ_CP100458.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP104744.1|NZ_CP104744.1_00047	NZ_CP104744.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP106969.1|NZ_CP106969.1_00059	NZ_CP106969.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP119788.1|NZ_CP119788.1_00045	NZ_CP119788.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP119788.1|NZ_CP119788.1_00137	NZ_CP119788.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP120472.1|NZ_CP120472.1_00078	NZ_CP120472.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP128378.1|NZ_CP128378.1_00173	NZ_CP128378.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP095010.1|NZ_CP095010.1_00063	NZ_CP095010.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP095006.1|NZ_CP095006.1_00365	NZ_CP095006.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP095007.1|NZ_CP095007.1_00057	NZ_CP095007.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP101826.1|NZ_CP101826.1_00073	NZ_CP101826.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP099393.1|NZ_CP099393.1_00024	NZ_CP099393.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NC_010369.1|NC_010369.1_00037	NC_010369.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NC_010369.1|NC_010369.1_00089	NC_010369.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NC_013745.1|NC_013745.1_00113	NC_013745.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NC_015667.1|NC_015667.1_00015	NC_015667.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NC_018225.1|NC_018225.1_00009	NC_018225.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NC_019963.1|NC_019963.1_00048	NC_019963.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NC_019963.1|NC_019963.1_00183	NC_019963.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NC_021913.1|NC_021913.1_00276	NC_021913.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP007056.1|NZ_CP007056.1_00311	NZ_CP007056.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP008875.1|NZ_CP008875.1_00077	NZ_CP008875.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP010533.1|NZ_CP010533.1_00091	NZ_CP010533.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP011565.1|NZ_CP011565.1_00076	NZ_CP011565.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP019068.1|NZ_CP019068.1_00134	NZ_CP019068.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP019286.1|NZ_CP019286.1_00151	NZ_CP019286.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP031308.1|NZ_CP031308.1_00029	NZ_CP031308.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP040331.1|NZ_CP040331.1_00131	NZ_CP040331.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP040331.1|NZ_CP040331.1_00533	NZ_CP040331.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP044130.1|NZ_CP044130.1_00090	NZ_CP044130.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP053942.1|NZ_CP053942.1_00025	NZ_CP053942.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP053943.1|NZ_CP053943.1_00055	NZ_CP053943.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP054589.1|NZ_CP054589.1_00184	NZ_CP054589.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP064790.1|NZ_CP064790.1_00068	NZ_CP064790.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP069189.1|NZ_CP069189.1_00052	NZ_CP069189.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP069193.1|NZ_CP069193.1_00028	NZ_CP069193.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP082248.1|NZ_CP082248.1_00622	NZ_CP082248.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP083667.1|NZ_CP083667.1_00107	NZ_CP083667.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP084319.1|NZ_CP084319.1_00144	NZ_CP084319.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP084468.1|NZ_CP084468.1_00044	NZ_CP084468.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP084470.1|NZ_CP084470.1_00176	NZ_CP084470.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP084474.1|NZ_CP084474.1_00343	NZ_CP084474.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP084880.1|NZ_CP084880.1_00041	NZ_CP084880.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP089469.1|NZ_CP089469.1_00329	NZ_CP089469.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP089595.1|NZ_CP089595.1_00068	NZ_CP089595.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP095485.1|NZ_CP095485.1_00037	NZ_CP095485.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP098517.1|NZ_CP098517.1_00025	NZ_CP098517.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP098519.1|NZ_CP098519.1_00038	NZ_CP098519.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP099393.1|NZ_CP099393.1_00378	NZ_CP099393.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP100405.1|NZ_CP100405.1_00188	NZ_CP100405.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP100408.1|NZ_CP100408.1_00125	NZ_CP100408.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP111042.1|NZ_CP111042.1_00344	NZ_CP111042.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP119797.1|NZ_CP119797.1_00227	NZ_CP119797.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP126160.1|NZ_CP126160.1_00026	NZ_CP126160.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP126160.1|NZ_CP126160.1_00117	NZ_CP126160.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP127175.1|NZ_CP127175.1_00173	NZ_CP127175.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_LN831304.1|NZ_LN831304.1_00040	NZ_LN831304.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP095010.1|NZ_CP095010.1_00016	NZ_CP095010.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP054589.1|NZ_CP054589.1_00041	NZ_CP054589.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP083667.1|NZ_CP083667.1_00119	NZ_CP083667.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP096023.1|NZ_CP096023.1_00069	NZ_CP096023.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP120472.1|NZ_CP120472.1_00148	NZ_CP120472.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_MN918442.1|NZ_MN918442.1_00012	NZ_MN918442.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP111042.1|NZ_CP111042.1_00263	NZ_CP111042.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
CP002989.1|CP002989.1_00338	CP002989.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP031149.1|NZ_CP031149.1_00142	NZ_CP031149.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP031151.1|NZ_CP031151.1_00075	NZ_CP031151.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP034693.1|NZ_CP034693.1_00046	NZ_CP034693.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP098516.1|NZ_CP098516.1_00132	NZ_CP098516.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP098520.1|NZ_CP098520.1_00105	NZ_CP098520.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP095398.1|NZ_CP095398.1_00535	NZ_CP095398.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
CP119561.1|CP119561.1_00258	CP119561.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NC_001869.1|NC_001869.1_00073	NC_001869.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NC_001869.1|NC_001869.1_00182	NC_001869.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NC_002608.1|NC_002608.1_00072	NC_002608.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NC_002608.1|NC_002608.1_00366	NC_002608.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NC_010366.1|NC_010366.1_00071	NC_010366.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NC_010369.1|NC_010369.1_00136	NC_010369.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP019156.1|NZ_CP019156.1_00071	NZ_CP019156.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP030065.1|NZ_CP030065.1_00243	NZ_CP030065.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP034691.1|NZ_CP034691.1_00108	NZ_CP034691.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP054589.1|NZ_CP054589.1_00283	NZ_CP054589.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP073371.1|NZ_CP073371.1_00112	NZ_CP073371.1	cluster_16073	NZ_CP095398.1|NZ_CP095398.1_00671
NZ_CP095398.1|NZ_CP095398.1_00672	NZ_CP095398.1	cluster_16074	NZ_CP095398.1|NZ_CP095398.1_00672
NZ_CP095398.1|NZ_CP095398.1_00678	NZ_CP095398.1	cluster_16075	NZ_CP095398.1|NZ_CP095398.1_00678
NC_014731.1|NC_014731.1_00296	NC_014731.1	cluster_16075	NZ_CP095398.1|NZ_CP095398.1_00678
NZ_CP034941.1|NZ_CP034941.1_00331	NZ_CP034941.1	cluster_16075	NZ_CP095398.1|NZ_CP095398.1_00678
NZ_CP030065.1|NZ_CP030065.1_00129	NZ_CP030065.1	cluster_16075	NZ_CP095398.1|NZ_CP095398.1_00678
NZ_CP110251.1|NZ_CP110251.1_00205	NZ_CP110251.1	cluster_16075	NZ_CP095398.1|NZ_CP095398.1_00678
NZ_CP109981.1|NZ_CP109981.1_00122	NZ_CP109981.1	cluster_16075	NZ_CP095398.1|NZ_CP095398.1_00678
NZ_CP095398.1|NZ_CP095398.1_00679	NZ_CP095398.1	cluster_16076	NZ_CP095398.1|NZ_CP095398.1_00679
NZ_CP095398.1|NZ_CP095398.1_00680	NZ_CP095398.1	cluster_16077	NZ_CP095398.1|NZ_CP095398.1_00680
NZ_CP095398.1|NZ_CP095398.1_00683	NZ_CP095398.1	cluster_16078	NZ_CP095398.1|NZ_CP095398.1_00683
NZ_CP095398.1|NZ_CP095398.1_00686	NZ_CP095398.1	cluster_16079	NZ_CP095398.1|NZ_CP095398.1_00686
NZ_CP095398.1|NZ_CP095398.1_00687	NZ_CP095398.1	cluster_16080	NZ_CP095398.1|NZ_CP095398.1_00687
NZ_CP095398.1|NZ_CP095398.1_00689	NZ_CP095398.1	cluster_16081	NZ_CP095398.1|NZ_CP095398.1_00689
NZ_CP095006.1|NZ_CP095006.1_00187	NZ_CP095006.1	cluster_16081	NZ_CP095398.1|NZ_CP095398.1_00689
NZ_CP095398.1|NZ_CP095398.1_00690	NZ_CP095398.1	cluster_16082	NZ_CP095398.1|NZ_CP095398.1_00690
NC_013746.1|NC_013746.1_00140	NC_013746.1	cluster_16082	NZ_CP095398.1|NZ_CP095398.1_00690
NZ_CP095398.1|NZ_CP095398.1_00691	NZ_CP095398.1	cluster_16083	NZ_CP095398.1|NZ_CP095398.1_00691
NZ_CP095492.1|NZ_CP095492.1_00099	NZ_CP095492.1	cluster_16209	NZ_CP095492.1|NZ_CP095492.1_00099
NZ_CP095492.1|NZ_CP095492.1_00104	NZ_CP095492.1	cluster_16210	NZ_CP095492.1|NZ_CP095492.1_00104
NZ_CP095492.1|NZ_CP095492.1_00109	NZ_CP095492.1	cluster_16211	NZ_CP095492.1|NZ_CP095492.1_00109
NZ_CP095492.1|NZ_CP095492.1_00111	NZ_CP095492.1	cluster_16212	NZ_CP095492.1|NZ_CP095492.1_00111
NZ_CP095492.1|NZ_CP095492.1_00114	NZ_CP095492.1	cluster_16213	NZ_CP095492.1|NZ_CP095492.1_00114
NZ_CP119797.1|NZ_CP119797.1_00655	NZ_CP119797.1	cluster_16213	NZ_CP095492.1|NZ_CP095492.1_00114
NZ_CP095492.1|NZ_CP095492.1_00115	NZ_CP095492.1	cluster_16214	NZ_CP095492.1|NZ_CP095492.1_00115
NZ_CP095492.1|NZ_CP095492.1_00121	NZ_CP095492.1	cluster_16215	NZ_CP095492.1|NZ_CP095492.1_00121
NZ_CP095492.1|NZ_CP095492.1_00122	NZ_CP095492.1	cluster_16216	NZ_CP095492.1|NZ_CP095492.1_00122
NZ_CP095492.1|NZ_CP095492.1_00129	NZ_CP095492.1	cluster_16217	NZ_CP095492.1|NZ_CP095492.1_00129
NZ_CP095492.1|NZ_CP095492.1_00132	NZ_CP095492.1	cluster_16218	NZ_CP095492.1|NZ_CP095492.1_00132
NZ_CP083664.1|NZ_CP083664.1_00050	NZ_CP083664.1	cluster_16218	NZ_CP095492.1|NZ_CP095492.1_00132
NZ_CP119783.1|NZ_CP119783.1_00059	NZ_CP119783.1	cluster_16218	NZ_CP095492.1|NZ_CP095492.1_00132
NZ_CP119792.1|NZ_CP119792.1_00338	NZ_CP119792.1	cluster_16218	NZ_CP095492.1|NZ_CP095492.1_00132
NZ_CP120472.1|NZ_CP120472.1_00317	NZ_CP120472.1	cluster_16218	NZ_CP095492.1|NZ_CP095492.1_00132
NZ_CP119797.1|NZ_CP119797.1_00372	NZ_CP119797.1	cluster_16218	NZ_CP095492.1|NZ_CP095492.1_00132
NZ_CP095492.1|NZ_CP095492.1_00100	NZ_CP095492.1	cluster_16218	NZ_CP095492.1|NZ_CP095492.1_00132
NZ_CP099392.1|NZ_CP099392.1_00071	NZ_CP099392.1	cluster_16218	NZ_CP095492.1|NZ_CP095492.1_00132
NZ_CP119797.1|NZ_CP119797.1_00647	NZ_CP119797.1	cluster_16218	NZ_CP095492.1|NZ_CP095492.1_00132
NZ_CP083664.1|NZ_CP083664.1_00069	NZ_CP083664.1	cluster_16218	NZ_CP095492.1|NZ_CP095492.1_00132
NZ_CP119797.1|NZ_CP119797.1_00314	NZ_CP119797.1	cluster_16218	NZ_CP095492.1|NZ_CP095492.1_00132
NZ_CP119797.1|NZ_CP119797.1_00361	NZ_CP119797.1	cluster_16218	NZ_CP095492.1|NZ_CP095492.1_00132
NZ_CP119797.1|NZ_CP119797.1_00666	NZ_CP119797.1	cluster_16218	NZ_CP095492.1|NZ_CP095492.1_00132
NZ_CP095492.1|NZ_CP095492.1_00133	NZ_CP095492.1	cluster_16219	NZ_CP095492.1|NZ_CP095492.1_00133
NZ_CP110252.1|NZ_CP110252.1_00074	NZ_CP110252.1	cluster_16219	NZ_CP095492.1|NZ_CP095492.1_00133
NZ_CP109982.1|NZ_CP109982.1_00034	NZ_CP109982.1	cluster_16219	NZ_CP095492.1|NZ_CP095492.1_00133
NZ_CP095492.1|NZ_CP095492.1_00135	NZ_CP095492.1	cluster_16220	NZ_CP095492.1|NZ_CP095492.1_00135
NZ_CP119797.1|NZ_CP119797.1_00680	NZ_CP119797.1	cluster_16220	NZ_CP095492.1|NZ_CP095492.1_00135
NZ_CP095492.1|NZ_CP095492.1_00143	NZ_CP095492.1	cluster_16221	NZ_CP095492.1|NZ_CP095492.1_00143
NC_015658.1|NC_015658.1_00087	NC_015658.1	cluster_16221	NZ_CP095492.1|NZ_CP095492.1_00143
NZ_CP011948.1|NZ_CP011948.1_00047	NZ_CP011948.1	cluster_16221	NZ_CP095492.1|NZ_CP095492.1_00143
NC_013964.1|NC_013964.1_00332	NC_013964.1	cluster_16221	NZ_CP095492.1|NZ_CP095492.1_00143
NZ_CP063206.1|NZ_CP063206.1_00525	NZ_CP063206.1	cluster_16221	NZ_CP095492.1|NZ_CP095492.1_00143
NZ_CP106967.1|NZ_CP106967.1_00025	NZ_CP106967.1	cluster_16221	NZ_CP095492.1|NZ_CP095492.1_00143
NZ_CP095492.1|NZ_CP095492.1_00146	NZ_CP095492.1	cluster_16222	NZ_CP095492.1|NZ_CP095492.1_00146
NZ_CP031306.1|NZ_CP031306.1_00709	NZ_CP031306.1	cluster_16222	NZ_CP095492.1|NZ_CP095492.1_00146
NC_013924.1|NC_013924.1_00002	NC_013924.1	cluster_16222	NZ_CP095492.1|NZ_CP095492.1_00146
CP040681.1|CP040681.1_00093	CP040681.1	cluster_16222	NZ_CP095492.1|NZ_CP095492.1_00146
CP046868.1|CP046868.1_00049	CP046868.1	cluster_16222	NZ_CP095492.1|NZ_CP095492.1_00146
NZ_CP058530.1|NZ_CP058530.1_00086	NZ_CP058530.1	cluster_16222	NZ_CP095492.1|NZ_CP095492.1_00146
NZ_CP058580.1|NZ_CP058580.1_00058	NZ_CP058580.1	cluster_16222	NZ_CP095492.1|NZ_CP095492.1_00146
NZ_CP082248.1|NZ_CP082248.1_00962	NZ_CP082248.1	cluster_16222	NZ_CP095492.1|NZ_CP095492.1_00146
NC_012030.1|NC_012030.1_00196	NC_012030.1	cluster_16222	NZ_CP095492.1|NZ_CP095492.1_00146
NZ_CP095492.1|NZ_CP095492.1_00147	NZ_CP095492.1	cluster_16223	NZ_CP095492.1|NZ_CP095492.1_00147
NZ_CP095492.1|NZ_CP095492.1_00148	NZ_CP095492.1	cluster_16224	NZ_CP095492.1|NZ_CP095492.1_00148
NZ_CP095492.1|NZ_CP095492.1_00150	NZ_CP095492.1	cluster_16225	NZ_CP095492.1|NZ_CP095492.1_00150
NZ_CP095492.1|NZ_CP095492.1_00151	NZ_CP095492.1	cluster_16226	NZ_CP095492.1|NZ_CP095492.1_00151
NZ_CP084470.1|NZ_CP084470.1_00229	NZ_CP084470.1	cluster_16226	NZ_CP095492.1|NZ_CP095492.1_00151
NZ_CP095492.1|NZ_CP095492.1_00152	NZ_CP095492.1	cluster_16227	NZ_CP095492.1|NZ_CP095492.1_00152
NZ_CP095492.1|NZ_CP095492.1_00154	NZ_CP095492.1	cluster_16228	NZ_CP095492.1|NZ_CP095492.1_00154
NZ_CP095492.1|NZ_CP095492.1_00156	NZ_CP095492.1	cluster_16229	NZ_CP095492.1|NZ_CP095492.1_00156
NZ_CP099393.1|NZ_CP099393.1_00111	NZ_CP099393.1	cluster_16229	NZ_CP095492.1|NZ_CP095492.1_00156
NZ_CP101826.1|NZ_CP101826.1_00223	NZ_CP101826.1	cluster_16229	NZ_CP095492.1|NZ_CP095492.1_00156
NC_019967.1|NC_019967.1_00324	NC_019967.1	cluster_16229	NZ_CP095492.1|NZ_CP095492.1_00156
NZ_CP054589.1|NZ_CP054589.1_00056	NZ_CP054589.1	cluster_16229	NZ_CP095492.1|NZ_CP095492.1_00156
NZ_CP119797.1|NZ_CP119797.1_00444	NZ_CP119797.1	cluster_16229	NZ_CP095492.1|NZ_CP095492.1_00156
NZ_CP095492.1|NZ_CP095492.1_00158	NZ_CP095492.1	cluster_16230	NZ_CP095492.1|NZ_CP095492.1_00158
NZ_CP082247.1|NZ_CP082247.1_00620	NZ_CP082247.1	cluster_16230	NZ_CP095492.1|NZ_CP095492.1_00158
CP119561.1|CP119561.1_00256	CP119561.1	cluster_16230	NZ_CP095492.1|NZ_CP095492.1_00158
NZ_CP083668.1|NZ_CP083668.1_00140	NZ_CP083668.1	cluster_16230	NZ_CP095492.1|NZ_CP095492.1_00158
NZ_CP084475.1|NZ_CP084475.1_00131	NZ_CP084475.1	cluster_16230	NZ_CP095492.1|NZ_CP095492.1_00158
NZ_CP084474.1|NZ_CP084474.1_00385	NZ_CP084474.1	cluster_16230	NZ_CP095492.1|NZ_CP095492.1_00158
NZ_CP040331.1|NZ_CP040331.1_00361	NZ_CP040331.1	cluster_16230	NZ_CP095492.1|NZ_CP095492.1_00158
NZ_CP095492.1|NZ_CP095492.1_00162	NZ_CP095492.1	cluster_16231	NZ_CP095492.1|NZ_CP095492.1_00162
NZ_CP095492.1|NZ_CP095492.1_00172	NZ_CP095492.1	cluster_16232	NZ_CP095492.1|NZ_CP095492.1_00172
NZ_CP095492.1|NZ_CP095492.1_00173	NZ_CP095492.1	cluster_16233	NZ_CP095492.1|NZ_CP095492.1_00173
NZ_CP095492.1|NZ_CP095492.1_00175	NZ_CP095492.1	cluster_16234	NZ_CP095492.1|NZ_CP095492.1_00175
NZ_CP095492.1|NZ_CP095492.1_00176	NZ_CP095492.1	cluster_16235	NZ_CP095492.1|NZ_CP095492.1_00176
NZ_CP095492.1|NZ_CP095492.1_00177	NZ_CP095492.1	cluster_16236	NZ_CP095492.1|NZ_CP095492.1_00177
NZ_CP084473.1|NZ_CP084473.1_00081	NZ_CP084473.1	cluster_16236	NZ_CP095492.1|NZ_CP095492.1_00177
NZ_CP007057.1|NZ_CP007057.1_00322	NZ_CP007057.1	cluster_16236	NZ_CP095492.1|NZ_CP095492.1_00177
NZ_CP109980.1|NZ_CP109980.1_00198	NZ_CP109980.1	cluster_16236	NZ_CP095492.1|NZ_CP095492.1_00177
NZ_CP110250.1|NZ_CP110250.1_00061	NZ_CP110250.1	cluster_16236	NZ_CP095492.1|NZ_CP095492.1_00177
NZ_CP111041.1|NZ_CP111041.1_00051	NZ_CP111041.1	cluster_16236	NZ_CP095492.1|NZ_CP095492.1_00177
NZ_CP119799.1|NZ_CP119799.1_00121	NZ_CP119799.1	cluster_16236	NZ_CP095492.1|NZ_CP095492.1_00177
NZ_CP095492.1|NZ_CP095492.1_00178	NZ_CP095492.1	cluster_16237	NZ_CP095492.1|NZ_CP095492.1_00178
NZ_CP095492.1|NZ_CP095492.1_00185	NZ_CP095492.1	cluster_16238	NZ_CP095492.1|NZ_CP095492.1_00185
NZ_CP007057.1|NZ_CP007057.1_00004	NZ_CP007057.1	cluster_16238	NZ_CP095492.1|NZ_CP095492.1_00185
NZ_CP082248.1|NZ_CP082248.1_00392	NZ_CP082248.1	cluster_16238	NZ_CP095492.1|NZ_CP095492.1_00185
NZ_CP096021.1|NZ_CP096021.1_00272	NZ_CP096021.1	cluster_16238	NZ_CP095492.1|NZ_CP095492.1_00185
NZ_CP026310.1|NZ_CP026310.1_00020	NZ_CP026310.1	cluster_16238	NZ_CP095492.1|NZ_CP095492.1_00185
NZ_CP110250.1|NZ_CP110250.1_00140	NZ_CP110250.1	cluster_16238	NZ_CP095492.1|NZ_CP095492.1_00185
